com.mitula.domain.homes.ConfigurationHomesUseCaseController:  void  setSelectedBedroomNumber(com.mitula.mobile.model.entities.v3.homes.FilterHomes,com.mitula.mobile.model.entities.v3.homes.FilterHomes)	com.mitula.mobile.model.entities.v3.homes.FilterHomes:  com.mitula.mobile.model.entities.v3.homes.BedroomNumberFilter  getBedroomNumber()
com.mitula.homes.mvp.presenters.ListingResultsPresenter:  void  handleDeeplinkSearch(com.mitula.mobile.model.entities.v3.common.response.SearchResponse)	com.mitula.domain.homes.ConfigurationHomesUseCaseController:  void  fillGroupIdAndName(com.mitula.mobile.model.entities.v3.homes.FilterHomes)
com.mitula.views.activities.BaseNativeDetailActivity$1:  void  onClick(android.view.View)	com.mitula.views.activities.BaseNativeDetailActivity:  com.mitula.mobile.model.entities.v3.common.configuration.ExtraServicesConfiguration  access$000(com.mitula.views.activities.BaseNativeDetailActivity)
com.mitula.views.activities.BaseSettingsActivity:  void  onStart()	com.mitula.views.activities.BaseSettingsActivity:  void  readSettings()
com.mitula.views.custom.MaterialProgressDrawable$Ring:  void  setColors(int[])	com.mitula.views.custom.MaterialProgressDrawable$Ring:  void  setColorIndex(int)
com.mitula.mvp.presenters.BaseConfigurationPresenter:  com.mitula.mobile.model.entities.v3.common.User  getUserSync()	com.mitula.domain.common.user.UserUseCaseController:  com.mitula.mobile.model.entities.v3.common.response.UserResponse  getUserResponseSync()
com.mitula.views.activities.TermsActivity:  void  <init>()	com.mitula.views.activities.BaseActionBarActivity:  void  <init>()
com.mitula.views.activities.BaseListingResultsActivity:  void  trackActionNoResults()	com.mitula.mvp.presenters.BaseListingPresenter:  com.mitula.mobile.model.entities.v3.common.SearchParameters  getSearchParameters()
com.mitula.homes.mvp.presenters.LoginPresenter:  void  <init>(com.mitula.mvp.views.LoginView,com.mitula.mvp.views.LoadDataView,com.mitula.di.BaseDomainComponent,com.mitula.homes.di.DomainComponent)	com.mitula.mvp.presenters.BaseLoginPresenter:  void  <init>(com.mitula.mvp.views.LoginView,com.mitula.mvp.views.LoadDataView,com.mitula.di.BaseDomainComponent)
com.mitula.views.activities.BaseLocationsActivity:  void  onCreate(android.os.Bundle)	com.mitula.mvp.presenters.AutocompleteLocationsPresenter:  void  <init>(com.mitula.mvp.views.AutocompleteLocationsView,com.mitula.di.BaseDomainComponent)
com.mitula.views.custom.MaterialProgressDrawable:  void  start()	com.mitula.views.custom.MaterialProgressDrawable$Ring:  void  storeOriginals()
com.mitula.mvp.presenters.BaseConfigurationPresenter_MembersInjector:  dagger.MembersInjector  create(javax.inject.Provider,javax.inject.Provider)	com.mitula.mvp.presenters.BaseConfigurationPresenter_MembersInjector:  void  <init>(javax.inject.Provider,javax.inject.Provider)
com.mitula.mvp.presenters.BaseSavedSearchesPresenter:  boolean  saveSearch(com.mitula.mobile.model.entities.v3.common.SavedSearch)	com.mitula.mobile.model.entities.v3.common.request.StoredSearchesRequest:  void  setAction(com.mitula.mobile.model.entities.v3.enums.EnumMobileStoredAction)
com.mitula.homes.views.fragments.MapDetailFragment:  void  showNearbyPlaces(java.lang.String,int,boolean)	com.mitula.homes.views.fragments.MapDetailFragment:  void  showLoading()
com.mitula.homes.mvp.presenters.SharedListingPresenter:  void  <init>(com.mitula.di.BaseDomainComponent,com.mitula.homes.di.DomainComponent)	com.mitula.homes.mvp.presenters.SharedListingPresenter:  void  dependencyDomainInjection(com.mitula.homes.di.DomainComponent)
com.mitula.mvp.presenters.BaseInitialPresenter:  int  getTotalNumberOfNewListings(com.mitula.mobile.model.entities.v3.common.response.SavedSearchesResponse)	com.mitula.mobile.model.entities.v3.common.response.SavedSearchesResponse:  java.util.List  getSavedSearches()
com.mitula.views.activities.BaseSettingsActivity:  void  onCountriesReceived(java.util.ArrayList)	com.mitula.views.activities.BaseSettingsActivity:  void  setSelectedCountry()
com.mitula.views.activities.BaseActionBarActivity:  void  restoreSingleton(com.mitula.domain.common.SingletonCommon)	com.mitula.domain.common.SingletonCommon:  com.mitula.mobile.model.entities.v3.common.ConfigurationResponse  getConfiguration()
com.mitula.homes.views.subviews.FilterBathsView$1:  void  onValueChanged(int)	com.mitula.homes.views.activities.FiltersActivity:  void  onFilterChanged()
com.mitula.views.fragments.BaseListingFragment:  void  initRecyclerView()	com.mitula.views.custom.SwipeRefreshLayoutBottom:  void  setColorSchemeResources(int[])
com.mitula.domain.homes.ConfigurationHomesUseCaseController:  java.util.List  getOperationTypes()	com.mitula.domain.common.SingletonCommon:  com.mitula.mobile.model.entities.v3.common.ConfigurationResponse  getConfiguration()
com.mitula.homes.mvp.presenters.ListingResultsPresenter:  java.util.ArrayList  deserializeListings(java.lang.String)	com.mitula.mobile.model.rest.RestUtils:  com.google.gson.Gson  getGsonWithTypeAdapters()
com.mitula.homes.mvp.presenters.ListingResultsPresenter:  com.mitula.mobile.model.entities.v3.common.filter.Filters  getFiltersCopyFromConfiguration(java.lang.Object[])	com.mitula.mobile.model.entities.v3.homes.OperationType:  java.lang.String  getId()
com.mitula.mvp.presenters.BaseCountriesPresenter:  void  requestConfiguration()	com.mitula.mvp.presenters.Presenter:  void  register()
com.mitula.views.adapters.SavedSearchesRecyclerAdapter$SavedSearchesViewHolder:  void  setEditCheckbox()	com.mitula.views.adapters.SavedSearchesRecyclerAdapter$SavedSearchesViewHolder$4:  void  <init>(com.mitula.views.adapters.SavedSearchesRecyclerAdapter$SavedSearchesViewHolder)
